formula,predicted_Tc,efermi,band_gap
Er2Co12Ni5,5.221086502075195,5.21934104,0.0
Gd5B3O13,5.221040725708008,2.14089172,0.0
Mg4Al3H17O17,5.218696594238281,0.5722807,2.4294
Li1Mn2F7,5.217607498168945,-1.17971875,1.0465
Na6Mg1Ni2O6,5.217233657836914,1.98366288,1.3761
Al2Ir1Ru1,5.216270446777344,9.73752631,0.0
Li1V2O1F7,5.215721130371094,-1.16063505,1.8637
Pu2B6Os1,5.215509414672852,11.05789741,0.0
Gd3Mn2C6,5.214931488037109,5.28689164,0.0
Li6V2O1F11,5.21470832824707,-0.16176158,2.0546
Nb10C7,5.214637756347656,6.12243189,0.0
Li1Pm1O3,5.214418411254883,2.72171454,0.0
Lu1Si1Ru1,5.214321136474609,6.23066315,0.0
K2Li1Mo1F6,5.214040756225586,4.66267797,4.4161
Mg16Al12In1,5.213375091552734,5.2688248,0.0
Nb1Al1V1C1,5.212614059448242,6.64652113,0.0
Nb1Al1V1C1,5.212614059448242,6.64652113,0.0
Cs3B1Se3O12,5.212091445922852,2.35501963,3.1535
Na4Mg1Si2Se6,5.211870193481445,1.79424014,2.7632000000000003
V4Co1Ni1O12,5.211326599121094,0.29686818,2.1736
K2Li1Nb6P3O24,5.2113037109375,-0.06420022,2.2981
Li1Co1As1,5.211091995239258,4.33429545,0.0
Pr1Si2Ag1,5.21104621887207,6.30746657,0.0
B13N2,5.210994720458984,8.34162047,0.0
La1C1N2F1,5.210908889770508,4.87308511,2.6827999999999994
Li2Zr4As3P3O24,5.2105560302734375,3.81326185,3.9866
Ti3Co2Ni1P6O24,5.210201263427734,2.50136094,0.0221
Li2Ti2Sb2O1,5.210136413574219,5.74196452,0.0
Ta8Ni1C4S8,5.209783554077148,6.72072122,0.0
Ta8Ni1C4S8,5.209783554077148,6.72072122,0.0
Lu3Si1,5.209171295166016,4.15252702,0.0
Pr4Cd1Ni1,5.208486557006836,3.82403583,0.0174000000000003
Al1Co3C1,5.2082672119140625,7.12479403,0.0
Al1Co3C1,5.2082672119140625,7.12479403,0.0
Na4Bi2P1C4O16,5.207851409912109,0.82591788,0.0695
Li6Mg1Ni7O16,5.207466125488281,3.56268978,0.0
Li6Mg1Ni7O16,5.207466125488281,3.56268978,0.0
Ce1Si1B1Rh3,5.207332611083984,8.08729157,0.0
Ce1Si1B1Rh3,5.207332611083984,8.08729157,0.0
Dy2C1I3,5.206933975219727,3.3016921,0.5520999999999998
Pb11C2N10,5.206912994384766,5.66654202,0.0
Mg6Cd1Si1,5.206878662109375,4.07751858,0.0
Zr6Ni1Cl15,5.206830978393555,3.31852499,0.0
Hf2Si1Ni3,5.206502914428711,7.70187318,0.0
Hf2Si1Ni3,5.206502914428711,7.70187318,0.0
Li1Sm4Ti2Mn2O12,5.206331253051758,5.95894335,0.0
Li6Ni1O1F6,5.205923080444336,2.59937143,1.8946
Li6Ni1O1F6,5.205923080444336,2.59937143,1.8946
La1C1Br1,5.205589294433594,4.95035954,0.0
Rb2Li1Se2,5.204612731933594,0.54249093,0.0
Al2H18S1O15,5.204561233520508,-1.02218465,4.9787
Eu1Ni1Sn1W1O6,5.203790664672852,6.87178016,0.2139999999999995
Li7Mn1B3O9,5.203693389892578,4.26652109,3.5681000000000003
Li7Mn1B3O9,5.203693389892578,4.26652109,3.5681000000000003
Li1Ni4P3O12,5.203620910644531,3.88361448,3.4272
Li1Ni4P3O12,5.203620910644531,3.88361448,3.4272
Ca1B2F8,5.203413009643555,-3.32516401,8.3113
Ca1Cr1Ni1P2O9,5.203388214111328,2.42534541,0.6467999999999998
Er2Al1Ge3,5.203245162963867,4.64135631,0.0
Ta2Si3Sn2S3O24,5.202909469604492,1.51031868,1.4001
Na1Ni3O5,5.2022552490234375,3.4014134,0.0
Li3Bi1B8O15,5.201723098754883,-0.02114091,4.0048
Li3Bi1B8O15,5.201723098754883,-0.02114091,4.0048
H12Au1C4N1,5.20172119140625,0.0047391,3.0964
H12C71F4,5.20164680480957,0.82903481,1.1795
Li1Ho3Ge2O8F2,5.201343536376953,1.10222545,4.1233
Zr2Ni1As2,5.201118469238281,6.78600256,0.0
H14C4N1F3,5.201116561889648,-3.5744761,7.115600000000001
Nd3Si2S8I1,5.200719833374023,3.45873773,2.3333
K2Li1La1Cl6,5.200191497802734,-0.61097684,4.554
Tm1Sc1Si1,5.199947357177734,4.71379121,0.0
Sr2Tb1Ni1O6,5.199701309204102,2.29621894,0.0
Li3Mo2P3O14,5.19965934753418,2.05797274,1.2828000000000004
Sr3Al2As4,5.199474334716797,3.44392026,1.1456000000000004
K2Be2Ni1H6F8,5.198965072631836,1.08179488,2.1842
B5H15C3N1,5.1987457275390625,-1.00713796,4.1616
B5H15C3N1,5.1987457275390625,-1.00713796,4.1616
Ni1S1O8,5.197488784790039,-0.87982121,0.0
Na1Mg1Al3Si3O16,5.196079254150391,-0.2370739,0.2646
Na1Mg1Al3Si3O16,5.196079254150391,-0.2370739,0.2646
Li2Co1Hg1F6,5.195810317993164,0.43828392,0.0
Sr2V11Ni1O22,5.195779800415039,4.88484298,0.7712000000000003
Lu1Al1O3,5.195484161376953,4.26568036,5.742900000000001
In1Pt3C1,5.195405960083008,7.95980865,0.0
Li2Mn1V2P3O12,5.19459342956543,5.11796834,0.0
Li7V16P24O96,5.193794250488281,1.49698466,0.8331999999999999
Dy4B1Cl1O7,5.193351745605469,1.79915567,4.7369
Na4Ga4Si19,5.193080902099609,5.11322289,0.7966999999999995
Li4Nb1In3P6O24,5.1927490234375,1.5360922,2.693
V1Cr1Si4,5.191839218139648,10.24375609,0.0
K1Li1Nb4O12,5.191720962524414,0.07084895,0.0
Li9V14O35,5.191385269165039,1.83086077,0.5067000000000002
Pu1B4Mo1,5.190988540649414,10.05588472,0.0
Ca1Al1Au1,5.190629959106445,4.99413808,0.0
Sr1C4S4O4,5.190578460693359,1.77284771,0.0255999999999998
Li1Si3H27C9N2,5.190242767333984,1.08181115,0.6568
Li1Si3H27C9N2,5.190242767333984,1.08181115,0.6568
Li1Si3H27C9N2,5.190242767333984,1.08181115,0.6568
Li1Pr1Nd1O2,5.190221786499023,3.81086058,0.0
Mn3Al2V3,5.189861297607422,6.51209826,0.0
Li6Sn5P8O28,5.189830780029297,5.25815175,2.6673000000000004
Li1Cr2P5O15,5.189382553100586,2.49116858,3.016
Al1V1N2,5.188840866088867,7.12796278,0.0
V1B1C1,5.188747406005859,9.61063996,0.0
V1B1C1,5.188747406005859,9.61063996,0.0
V5Si6W5,5.1886444091796875,8.4195903,0.0
Sm1B7Cl1O18,5.188602447509766,-0.70474118,0.0807999999999999
Li1Ac1Hg2,5.18846321105957,3.65303605,0.0
K3B1S3,5.187934875488281,0.90023122,2.5044000000000004
Dy3Al1,5.187885284423828,3.97120777,0.0
Li1Mg2Cd1,5.187747955322266,2.801289,0.0
Li1Pr1Ge4O12,5.187108993530273,1.27755708,0.0
Dy1B7Mo3,5.186962127685547,8.3034585,0.0
Zr2Ni1S4,5.186576843261719,5.30637068,0.0
Co6B1P1,5.186182022094727,7.10416421,0.0
Mg2Zn1B2Ir5,5.186054229736328,7.42837095,0.0
K2Li1Ta1I6,5.185909271240234,3.04362905,0.0
Zr1Si1Te1,5.18577766418457,6.49114322,0.0
Co1H1Ru1C6O6,5.185691833496094,-0.47564419,2.2321
Ta6V3Co3C2,5.184761047363281,6.09503254,0.0
Al5Bi3Se12,5.184356689453125,2.03795348,0.0
Li1Ni4P7O24,5.184030532836914,0.75084195,0.0
Li1Ni4P7O24,5.184030532836914,0.75084195,0.0
Li2Os1O6,5.183872222900391,-0.56288342,0.0
Cd1C3N1Cl3,5.183238983154297,-0.83126005,1.9515
Ca1La2B10O19,5.182594299316406,2.31328617,4.3132
Ta2Ni3Ge1,5.182268142700195,7.85912766,0.0
Zn1H8C3N2O6,5.181619644165039,3.48447642,4.4522
Na3Li3Cr2F12,5.180873870849609,-1.34135584,3.8583
Zr3V2Ni4,5.179668426513672,6.05318816,0.0
Rb2Na1Cr1C6N6,5.178745269775391,-1.51938062,1.8634
Li3Ho3Te2O12,5.17848014831543,6.00932891,3.5705
K3Si1F7,5.178440093994141,-1.37524607,5.9294
B2F3,5.177434921264648,-2.13229024,2.4177
Al2Hg1Te4,5.176975250244141,3.22883458,1.1108000000000002
Li2Cr1Co3O8,5.176471710205078,2.18924318,0.5611000000000002
Mn3V2Si3,5.174798965454102,7.57278724,0.0
Sr3Co1C3N3,5.1746063232421875,3.11720929,1.1035
K1La1Al1Bi1O6,5.174579620361328,5.0393114,0.0
H6C1N8O5,5.172264099121094,0.67171883,3.1104
B5H11N2,5.171842575073242,-0.24607977,3.8593
La1B1W1O6,5.171625137329102,6.31577668,3.8287
Li2Pm1Si1,5.17156982421875,4.31353257,0.0
Li2Pm1Si1,5.17156982421875,4.31353257,0.0
Li2Ti1P5O15,5.1715087890625,3.0967811,0.0
Li1La3Ti4O12,5.171186447143555,7.79753703,0.0
K1Li1Sb1P2O8,5.170618057250977,2.89481334,0.2717
Cs2Si1S3,5.170009613037109,1.18892153,2.9485
Mn2Si1Se4,5.169944763183594,3.46451866,0.0
La8Al7Ga1O24,5.1696624755859375,7.75307286,3.458
Ca1La1Cr1Ni1O6,5.16925048828125,4.95118733,0.6463000000000001
Lu10Al4Ge11,5.168977737426758,5.27230849,0.0
Be1Si1Ru2,5.168512344360352,8.61714697,0.0
Tb1W1C2,5.1666259765625,6.18789709,0.0
Li1Al1As2,5.166004180908203,3.91323648,0.0143000000000004
Li1Al1As2,5.166004180908203,3.91323648,0.0143000000000004
Li3V3P4O16,5.165132522583008,1.68059528,2.0374
Nb1Ni1,5.16448974609375,6.46315747,0.0
Co1C8N6,5.164339065551758,-0.33333926,0.5181
Li2H2S1O5,5.164155960083008,-0.7962192,5.5815
Li10Br1N3,5.1639251708984375,0.36508959,1.3667
Sr2Ga1Ni2O7,5.163732528686523,1.0637054,0.0
Cs1Na1B10H31N7,5.163585662841797,-1.66915801,2.8805
Sr2Ni1Bi1O6,5.163331985473633,3.21115422,0.0
Li2Ti1Co2O5,5.16148567199707,3.66129907,0.8901999999999997
Sc1Mn1Si1,5.16120719909668,5.98775014,0.0
Cs2Li1Sc1Cl6,5.161003112792969,-0.45405275,3.8154
K2Ni1Au1F6,5.16029167175293,0.19222357,0.0
Li2Al2Si4H1O14,5.160272598266602,0.105173,0.7394000000000001
Li2Al2Si4H1O14,5.160272598266602,0.105173,0.7394000000000001
Li2Al2Si4H1O14,5.160272598266602,0.105173,0.7394000000000001
V1Ni3As1O8,5.159418106079102,5.56869498,2.6658000000000004
Ca1Al1Ga1,5.159084320068359,4.5362208,0.0
Cr1B2Ru1,5.159065246582031,8.62985573,0.0
Li1Eu1As1S3,5.1589813232421875,4.42046973,0.0525000000000002
Ni1H6N2O6,5.158285140991211,-1.56309905,1.8616
Dy1Cr1C6N6O4,5.157712936401367,-2.09875095,1.7875
Mg17Al11In1,5.157512664794922,4.92839852,0.0
B1Au1O3,5.157466888427734,5.50818701,0.0
Li11V16O32,5.157026290893555,3.1205985,0.6774
Mg3Si3Mo2O12,5.156776428222656,5.0978153,2.6674999999999995
Nd4Ni3O10,5.156745910644531,4.09874944,0.0
Na2Co2B12O21,5.156717300415039,1.47560785,3.3019
K1Ti3Si2P6O25,5.1555328369140625,3.4426837,0.0
Ni1Ru1Br2,5.154672622680664,7.05727373,0.0
Ni1Bi6Rh1,5.154268264770508,6.35721937,0.0
Ta6Co1C3S6,5.154117584228516,7.03507794,0.0
Li2Zr2O5,5.152366638183594,1.18288129,3.623
Sm2Si3Pt1,5.151834487915039,5.85969984,0.0
Co2Sn1C8Cl2O8,5.1517181396484375,-1.30788243,2.3373
Li8Pb3,5.151639938354492,3.76994483,0.0
Al1Sn2P1H24C8,5.151416778564453,-0.80731869,3.3878000000000004
Al1Sn2P1H24C8,5.151416778564453,-0.80731869,3.3878000000000004
Al4Te3N2,5.150938034057617,6.64811542,0.4349999999999996
Sn3B1,5.150747299194336,7.38185678,0.0
Ce5Ni1Ge2,5.149742126464844,7.25394738,0.0
Li1Bi1P4O12,5.148962020874023,1.07880296,5.0024
Nd1Al1Si1,5.148935317993164,6.04509778,0.0
Nd1Al1Si1,5.148935317993164,6.04509778,0.0
Li1Pr1Mo2O8,5.148460388183594,1.12625009,3.0924
Mn7Zn4Si2As2O24,5.1479034423828125,2.90540348,0.2096
Sc5Re2C7,5.14716911315918,6.26367913,0.0
Mg1Si1Rh2,5.147005081176758,8.38516166,0.0
Li4Co1O4,5.14640998840332,0.18504704,0.0
Li1Hf1P1C1O7,5.14616584777832,-0.63092999,5.2283
Li1Hf1P1C1O7,5.14616584777832,-0.63092999,5.2283
Li3Cr1F6,5.145412445068359,-1.17216253,3.9644
K1Nb1P1C1O7,5.145048141479492,1.53786699,0.4433
Li2Ni1Sn3P6O24,5.144990921020508,1.40355182,0.0
Li2Ni1Sn3P6O24,5.144990921020508,1.40355182,0.0
Hf6Ni1Sb2,5.144704818725586,6.79038414,0.0
Cs1C2N3,5.144571304321289,-1.96942864,4.0656
Li1Lu1Sn2,5.144218444824219,6.25692739,0.0
Li1Ni1P4O12,5.143911361694336,1.32404953,0.6868000000000001
Li1Ni1P4O12,5.143911361694336,1.32404953,0.6868000000000001
K2Ni1P2,5.1434783935546875,3.51057219,0.6445000000000003
B1Mo2C1,5.142595291137695,9.49496717,0.0
B1Mo2C1,5.142595291137695,9.49496717,0.0
Na2Si3Sn4S3O24,5.142374038696289,2.49873114,0.7544999999999997
Li1Pa1Ru2,5.142223358154297,8.3654998,0.0
La7B1P2O17,5.14213752746582,4.95168693,4.4099
Zr3C1,5.141988754272461,5.02973132,0.0
Li3Sn1P6O18,5.141338348388672,2.17794831,0.0
Zr1Al1W1,5.140480041503906,4.42043795,0.0
Rb2Li1Mn3F12,5.140190124511719,-1.31284469,1.903
Si2Ni1Se4,5.140081405639648,5.60729297,0.0
Si2Ni1Se4,5.140081405639648,5.60729297,0.0
Li2V1N2,5.139835357666016,4.83152975,0.0
Li1Eu1P1S4,5.139261245727539,4.38011115,0.1522999999999994
K1Pr1Al1Bi1O6,5.13923454284668,3.95034836,0.0
Mn3Co1Ni2P6O24,5.139167785644531,1.91806033,0.0
Cs2Li1Tm2W4O16,5.139043807983398,2.77192517,2.2391
Lu1B4Ru1,5.138706207275391,6.95280583,0.0
Tl1B5O8,5.138240814208984,0.21401494,5.1834
Tm12Al7Si1,5.138193130493164,3.8984483,0.0
Tm12Al7Si1,5.138193130493164,3.8984483,0.0
La1Si2Ru1,5.137786865234375,8.70699886,0.0
Li2Mn1V3O8,5.137086868286133,2.4434081,1.2289
Cs1Al1Mo2O8,5.136665344238281,-0.56097532,3.8773
Li11Mn6O16,5.135597229003906,3.02474279,0.0
U2P2H2C1O14,5.135236740112305,-0.66860401,0.0
Mg1Al1Bi12O20,5.134754180908203,6.54948507,0.0
Au1C2S2Br1N4,5.134162902832031,-0.80558964,0.0
Pr5C2Br9,5.133872985839844,2.34197295,1.4388999999999998
Sn1C2Cl2,5.133413314819336,-0.58865226,3.6578
Li4Mn1Ge2S7,5.132667541503906,3.09121812,1.5209
Li1Ti1Mn1F6,5.132625579833984,3.26448765,0.0966
Li1Si1Ir2,5.13200569152832,8.48083075,0.0
Li1Si1Ir2,5.13200569152832,8.48083075,0.0
La1B3H12,5.13170051574707,-3.18740343,4.5244
Li1Al2Ru1,5.13128662109375,-2.05557226,0.0
Li1Al2Ru1,5.13128662109375,-2.05557226,0.0
Si4Sb1O10,5.130908966064453,1.32639169,0.2319
Eu2Al6Si3Au2,5.130853652954102,6.29236364,0.0
Eu2Al6Si3Au2,5.130853652954102,6.29236364,0.0
Al1Ag1F4,5.13044548034668,2.78338772,2.4951
Li1Mn2P2H1O9,5.129657745361328,1.51317125,0.6134000000000002
La14C14Cl9,5.129228591918945,7.44440147,0.0
Li2Ni5P4O16,5.129133224487305,4.23911731,0.0
Li2Ni5P4O16,5.129133224487305,4.23911731,0.0
Tl1B1S2,5.128456115722656,3.36859046,1.7590000000000003
In4C1N4,5.128013610839844,4.38341643,0.3448000000000002
Al4V1Ni15,5.127819061279297,8.2805284,0.0
Al4V1Ni15,5.127819061279297,8.2805284,0.0
Ac1B1O3,5.12761116027832,7.0377947,0.8071000000000002
Rb2U1C2S1O11,5.1272430419921875,-0.49933499,1.9619
Li1Sb2P5O16,5.12718391418457,1.19920066,3.2951
Hf1Zr1B4,5.12690544128418,7.60098767,0.0
Sc1Al1C1O1,5.125438690185547,6.03704088,1.2166999999999994
Sc1Al1C1O1,5.125438690185547,6.03704088,1.2166999999999994
Mg1Al1W1S4,5.123273849487305,5.61226681,0.0
Zr12Si2Bi2P16Pb1O72,5.122550964355469,0.32161937,2.9575
Mn2Si1Ru1,5.122531890869141,8.52887439,0.0
Li4Co3O3F4,5.122407913208008,2.70740518,0.0
Mg1Ni1Bi1P2O9,5.122188568115234,2.50159087,0.0
Rb2Al1In1Br6,5.121498107910156,0.46167571,2.1004
Lu1Al6Cr6,5.121410369873047,6.63406657,0.0
H3Os4C12I1O12,5.119358062744141,-0.29494136,2.4452
Er1C8N4Cl7,5.119348526000977,-0.66423232,0.9905
Sm2Mo2C3,5.118896484375,5.51892796,0.0
Ca1Mg3C4O12,5.118602752685547,2.02156422,4.815300000000001
Li3Co2Ge3O12,5.118316650390625,1.86630996,0.0
Ti8In4Co1Ni3,5.1179656982421875,7.38670084,0.0
Ga3Ni5Ge2,5.117837905883789,7.15155922,0.0
Cr4Co1Ni1S8,5.117425918579102,5.39954325,0.0
B1C5,5.116865158081055,8.90669278,0.0
B1C5,5.116865158081055,8.90669278,0.0
K4Ti2C8O23,5.116748809814453,-0.72702579,0.6403000000000001
Mg3Si3Ag2O12,5.116664886474609,3.85486503,0.1258999999999996
Al1P1O6,5.1165313720703125,-0.48147728,0.0
Ca1Si1B1O5,5.116443634033203,1.81607696,0.4043000000000001
Ca1Si1B1O5,5.116443634033203,1.81607696,0.4043000000000001
Na1Eu1Ni4O12,5.116424560546875,1.47492516,0.0
Rb2Li1Mn1F6,5.115791320800781,0.00696679,0.0
H8C2I3N1,5.1144561767578125,0.16480355,1.9774000000000005
Li1Mo1P4O12,5.114351272583008,0.99339268,4.4002
V3Ni1P6O24,5.113210678100586,0.19766094,0.0
Na4Mn1Al3Si3O16,5.113059997558594,0.0868616,1.7946
Na4Mn1Al3Si3O16,5.113059997558594,0.0868616,1.7946
Li5Co5Sn2O12,5.112098693847656,4.68139704,0.0
Sn2H21C6Cl1O2,5.111486434936523,-0.45054808,2.8847
Tm1Si3,5.110984802246094,7.94864837,0.0
Tb1Mn1Al1,5.110315322875977,4.9017098,0.0
Gd2Mg1Si2,5.110145568847656,4.73513532,0.0
Li3Cr2Ge3O12,5.109682083129883,1.25719832,0.0
Na3Ta1Zn1Si2S1O12,5.108549118041992,1.98148531,2.2724
Li5La3Nb14O42,5.1084747314453125,-0.83148891,0.0
Rb1Ni4P3O12,5.108091354370117,2.06450427,3.8278
Li1Ta2Te4Br10O1,5.10771369934082,1.01806299,0.3071
Cs2Al1In1Br6,5.106361389160156,0.57415978,2.2348000000000003
Al3Co1W9C3,5.106145858764648,7.84787701,0.0
Al3Co1W9C3,5.106145858764648,7.84787701,0.0
Na1Mg1Al1S3O12,5.105642318725586,1.44612829,5.0195
Er2Re1B6,5.105470657348633,5.87798954,0.0
Cs1Ge1B3O7,5.105009078979492,-0.26852646,4.5981
B2Ru1,5.1049957275390625,8.39468822,0.0
Ho1Si2Rh3,5.1044769287109375,6.78543857,0.0
Li1Co2C4O12,5.104349136352539,-0.93847558,0.0
Li1Co2C4O12,5.104349136352539,-0.93847558,0.0
Tl2H1Pt1C5N5O1,5.103752136230469,-0.96854823,3.2463
Sr1Li2Al4P4O20,5.103687286376953,2.08111607,0.0
Sr1Li2Al4P4O20,5.103687286376953,2.08111607,0.0
Tl1B5O12,5.103511810302734,-0.48526601,0.4269
Zn1H6C2,5.103462219238281,-2.87074065,4.2316
Cs1H1C2,5.103206634521484,-1.61779465,4.5867
Na1Mg16Al12,5.103191375732422,4.78942168,0.0
Mg3Si4W2O14,5.102428436279297,5.55258564,0.7106999999999992
Li1Nb7V12O48,5.102169036865234,-0.13394988,1.6223
Eu2Ni1Sb1O6,5.101268768310547,4.63826804,0.0
Mg14Ni1B1,5.101259231567383,3.53706099,0.0
Mg14Ni1B1,5.101259231567383,3.53706099,0.0
Ca3Si4Ag2O14,5.100830078125,2.25715026,0.7307000000000001
Al1In1S3O12,5.100772857666016,0.97231455,3.9637
Li2V3P5O18,5.100669860839844,2.50238254,1.0574
Na1B1H8O7,5.100322723388672,-0.94736938,3.8757
Ti1Nb1C2,5.100191116333008,7.45965931,0.0
Li2Pt1O3,5.100156784057617,2.92706407,1.734
Li1Sc2Au1,5.099857330322266,4.03136507,0.0
Mg1Co12B4O20,5.099496841430664,3.50322001,0.0
Nb2Ni1S4,5.098791122436523,4.7033328,0.0
Si1Pb2Se4,5.09857177734375,2.49932984,1.8131000000000004
Na2Si1Sn2P2O12,5.098424911499023,2.21291967,2.8962
Na3Si1Te3,5.09819221496582,2.31161599,1.8159
Li1Mg2Hg1,5.098031997680664,4.13493312,0.0
Na1Si2O5,5.09800910949707,0.50889095,0.423
Li3P3W1O11,5.097728729248047,3.33635115,1.0703
Tb3Si3Ni1,5.097379684448242,5.49123347,0.0
Tb3Si3Ni1,5.097379684448242,5.49123347,0.0
U2B6Mo1,5.096942901611328,10.5739271,0.0
Ni1Te8Mo6,5.096590042114258,6.5012003,0.0
Li1Ga2Co1,5.095561981201172,4.30257693,0.0
Ti2Zn3Si4O14,5.09552001953125,5.43034808,0.2259999999999999
Si1Ag8S2O4,5.095087051391602,2.4954116,0.0
Li2Sn5,5.092309951782227,6.26241816,0.0
Li2In2Si1S6,5.091989517211914,4.80132195,2.4279999999999995
Li2In2Si1S6,5.091989517211914,4.80132195,2.4279999999999995
Cs1Rb2Al1I6,5.091632843017578,0.29678331,2.1328
Li2Ti2As1P1O10,5.091526031494141,4.3575219,3.139
K2Li1Bi1Cl6,5.091495513916016,-0.24645833,3.6182
Sm1B1C1,5.091083526611328,5.07613525,0.0
Sm1B1C1,5.091083526611328,5.07613525,0.0
Li2Ni1Ag1F6,5.090250015258789,-0.45782552,0.0
Li2Ni1Ag1F6,5.090250015258789,-0.45782552,0.0
Rb3Mo2H1C1O13,5.089691162109375,0.04824086,2.5125
K8Mg1Si8O24,5.08964729309082,-0.35481143,0.0102999999999999
Al2Bi3O9,5.089641571044922,4.53309213,0.0
Li1Ca2In1Ge2,5.089506149291992,4.20942336,0.0043999999999995
Sn3B1F9,5.08928108215332,0.48785844,4.1353
Li1La1P4O12,5.089258193969727,1.02561636,4.9957
Li1Cd2Pt1,5.088960647583008,3.25903569,0.0
Ho3Si1,5.088815689086914,4.50702645,0.0
Ce1Si1Ir2,5.088409423828125,8.77372065,0.0
Nb5Si6Mo5,5.087766647338867,8.27412875,0.0
K2Li1Ta1Cl6,5.086948394775391,3.0738839,0.0
Ti3Tl1Si2P6O25,5.086847305297852,3.69397626,0.0175999999999998
Cr12B1P3,5.0867919921875,8.15061189,0.0
Cs1Mg14Al1,5.085622787475586,3.22701027,0.0
Dy2Ni3B6,5.085533142089844,6.61058512,0.0
Dy2Ni3B6,5.085533142089844,6.61058512,0.0
Pr1P1Os2C1,5.085527420043945,7.62251663,0.0
Li1Ti1P4O12,5.084705352783203,3.53468687,0.2869000000000001
Si1Ni3W2,5.084619522094727,8.69001101,0.0
Si1Ni3W2,5.084619522094727,8.69001101,0.0
Dy11In9Ni4,5.08460807800293,5.94149423,0.0
Li3Cl1O1,5.084413528442383,0.95576858,4.6766000000000005
Zn10Ge1B8Rh18,5.084346771240234,5.89189116,0.0
Li1Ni7O7F1,5.083932876586914,5.19027531,2.2198
Li1Ni7O7F1,5.083932876586914,5.19027531,2.2198
Li7V3P8O29,5.083917617797852,1.31900736,0.4691000000000001
Li2Cr1Si4O10,5.083900451660156,3.12691168,2.6140000000000003
Li2Cr1Si4O10,5.083900451660156,3.12691168,2.6140000000000003
Mg6H12C14N1O24,5.08384895324707,-1.62177273,0.4621000000000002
Ca1Zr1Si6H4O17,5.083824157714844,5.0952674,4.8014
Mg14Zn1C1,5.083362579345703,3.40288801,0.0
K2Al1Au1I6,5.082757949829102,1.93682489,0.0
Tb1Re2Si1C1,5.082679748535156,6.46248933,0.0
Tb1Re2Si1C1,5.082679748535156,6.46248933,0.0
Ni1Ag1Te2,5.082071304321289,5.64674045,0.0
Dy1Re2Si1C1,5.082033157348633,6.41340223,0.0
Dy1Re2Si1C1,5.082033157348633,6.41340223,0.0
Mn3Ni3Sn2,5.081319808959961,8.48894824,0.0
Li4B4Sb2S1O16,5.07948112487793,1.22443402,2.561
Li4B4Sb2S1O16,5.07948112487793,1.22443402,2.561
Li1B1C4O8,5.07942008972168,-0.8276171,3.3042
Li1B1C4O8,5.07942008972168,-0.8276171,3.3042
Li1B1C4O8,5.07942008972168,-0.8276171,3.3042
Li1Nd2Ga1,5.078243255615234,2.83027176,0.0
Li4Re6S11,5.078149795532227,3.85152201,1.7327999999999997
Ni3Sb1N1,5.078046798706055,9.4794673,0.0
Gd4Ni1B13,5.077884674072266,5.70335736,0.0
Gd4Ni1B13,5.077884674072266,5.70335736,0.0
Na2Al1Ge1P3O12,5.07722282409668,2.29284313,2.9903000000000004
Li1Ce3,5.0769805908203125,6.71688364,0.0
Sr2Al1Ga3,5.076391220092773,2.91927502,0.0
Ce1B7I1O15,5.07612419128418,-0.36142535,0.2577
Co1C4N2Cl4,5.07598876953125,-2.96952458,0.1112999999999999
Li1Ca2Pb1,5.075986862182617,3.7064762,0.0
Sr1Al2Si2,5.075958251953125,5.14132564,0.0
Sr1Al2Si2,5.075958251953125,5.14132564,0.0
Na1Li1O1,5.075334548950195,0.84412772,2.879
Ni1H8C2O10,5.075328826904297,-1.38963397,5.5795
Ni1H8C2O10,5.075328826904297,-1.38963397,5.5795
K2Li1Lu1Cl6,5.075010299682617,-0.76583333,5.0952
Li2V2P2O11,5.074714660644531,-0.85308248,2.0181
Ho1B2C1,5.074506759643555,5.90880167,0.0
Ho1B2C1,5.074506759643555,5.90880167,0.0
Er2Mo2C3,5.074161529541016,5.63080968,0.0
Ti8C5,5.074037551879883,6.20072789,0.0
Li2V4P4O15,5.073122024536133,3.19433309,2.114
Li4Mn1Sn1W2O12,5.072561264038086,2.26090236,1.0090000000000003
Si1C3,5.07252311706543,4.88790337,0.0
Si1C3,5.07252311706543,4.88790337,0.0
Ni1I2,5.072229385375977,4.42185907,0.0
Ni1H8C4N2O6,5.072134017944336,1.01789176,3.1114
Ni1H8C4N2O6,5.072134017944336,1.01789176,3.1114
La1C4N1O11,5.0716094970703125,0.56586169,0.3717
B1Pb3,5.069427490234375,6.17950256,0.0
Li1Si2Ir1,5.0693511962890625,-3.14188408,0.2231
Li1Si2Ir1,5.0693511962890625,-3.14188408,0.2231
Mg1Mn5Ni1O12,5.069158554077148,2.18540264,0.296
Li2V2S5,5.068939208984375,3.68764571,0.0
Li1Ce1Mg14O16,5.068920135498047,8.41595471,0.0
Th1Si1Se1,5.068695068359375,6.78054454,0.0
Er3Al3Cr2O12,5.068574905395508,3.40757133,3.5394999999999994
Li1Cd2Hg1,5.06849479675293,-2.15595368,0.0893999999999999
Li3Co2O5,5.068159103393555,2.2644678,1.0581
Si2S1N2,5.067771911621094,2.67309813,1.6688000000000005
Tl1H1C1O2,5.066961288452148,1.09502831,3.6051
Pm2Si1Hg1,5.066020965576172,4.48105743,0.0
Li1Cr2C4O12,5.065082550048828,-0.81506521,0.2267
Li1Cr2C4O12,5.065082550048828,-0.81506521,0.2267
